datetime,dept_id,cat_id,item_id,state_id,store_id,sales
7/28/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
8/4/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
8/11/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,10
8/18/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
8/25/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
9/1/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,9
9/8/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,11
9/15/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
9/22/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
9/29/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
10/6/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,9
10/13/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
10/20/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
10/27/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
11/3/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
11/10/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
11/17/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
11/24/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
12/1/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,0
12/8/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
12/15/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,10
12/22/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
12/29/2014,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
1/5/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,9
1/12/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,10
1/19/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,0
1/26/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
2/2/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
2/9/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
2/16/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,10
2/23/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
3/2/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
3/9/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,10
3/16/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,8
3/23/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,1
3/30/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,0
4/6/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
4/13/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
4/20/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
4/27/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
5/4/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
5/11/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
5/18/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
5/25/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
6/1/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
6/8/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
6/15/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
6/22/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
6/29/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,1
7/6/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
7/13/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
7/20/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
7/27/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,1
8/3/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
8/10/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
8/17/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
8/24/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
8/31/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
9/7/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,1
9/14/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
9/21/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
9/28/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
10/5/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
10/12/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
10/19/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
10/26/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
11/2/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
11/9/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
11/16/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
11/23/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,10
11/30/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
12/7/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,6
12/14/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,11
12/21/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
12/28/2015,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
1/4/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
1/11/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
1/18/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
1/25/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,1
2/1/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
2/8/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,10
2/15/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,5
2/22/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,4
2/29/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,2
3/7/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,3
3/14/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
3/21/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,7
3/28/2016,FOODS_1,FOODS,FOODS_1_001,CA,CA_1,8
1/6/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
1/13/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
1/20/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
1/27/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
2/3/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
2/10/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
2/17/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
2/24/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
3/3/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
3/10/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
3/17/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
3/24/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
3/31/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
4/7/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
4/14/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
4/21/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
4/28/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
5/5/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
5/12/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
5/19/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
5/26/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,5
6/2/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
6/9/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
6/16/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,8
6/23/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
6/30/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
7/7/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
7/14/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
7/21/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
7/28/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
8/4/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
8/11/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
8/18/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
8/25/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
9/1/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
9/8/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
9/15/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
9/22/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,8
9/29/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,5
10/6/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,5
10/13/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
10/20/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
10/27/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
11/3/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
11/10/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
11/17/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
11/24/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,5
12/1/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
12/8/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
12/15/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
12/22/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
12/29/2014,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
1/5/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
1/12/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
1/19/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
1/26/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
2/2/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
2/9/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
2/16/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
2/23/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,5
3/2/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
3/9/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
3/16/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
3/23/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
3/30/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
4/6/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
4/13/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
4/20/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
4/27/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
5/4/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
5/11/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
5/18/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
5/25/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
6/1/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
6/8/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
6/15/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,8
6/22/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
6/29/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
7/6/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,7
7/13/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
7/20/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
7/27/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
8/3/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,7
8/10/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
8/17/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,5
8/24/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
8/31/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
9/7/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
9/14/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
9/21/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
9/28/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
10/5/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
10/12/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
10/19/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
10/26/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
11/2/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
11/9/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
11/16/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
11/23/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,4
11/30/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
12/7/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
12/14/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
12/21/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,5
12/28/2015,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
1/4/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
1/11/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
1/18/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,3
1/25/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
2/1/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
2/8/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
2/15/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,6
2/22/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,0
2/29/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,1
3/7/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
3/14/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
3/21/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,7
3/28/2016,FOODS_1,FOODS,FOODS_1_002,CA,CA_1,2
1/6/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,0
1/13/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
1/20/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
1/27/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
2/3/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6.0000005
2/10/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,1
2/17/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
2/24/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
3/3/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7.0000005
3/10/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,0
3/17/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
3/24/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
3/31/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
4/7/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
4/14/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
4/21/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
4/28/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
5/5/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
5/12/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
5/19/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
5/26/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
6/2/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
6/9/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
6/16/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
6/23/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
6/30/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
7/7/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
7/14/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
7/21/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
7/28/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
8/4/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
8/11/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
8/18/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
8/25/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
9/1/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
9/8/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7.0000005
9/15/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
9/22/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
9/29/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2
10/6/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
10/13/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
10/20/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
10/27/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
11/3/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
11/10/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
11/17/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
11/24/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
12/1/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
12/8/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,11
12/15/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
12/22/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
12/29/2014,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
1/5/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2
1/12/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
1/19/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
1/26/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
2/2/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
2/9/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
2/16/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
2/23/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
3/2/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
3/9/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2
3/16/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
3/23/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2
3/30/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
4/6/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
4/13/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
4/20/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,0
4/27/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
5/4/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
5/11/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,13
5/18/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
5/25/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
6/1/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
6/8/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
6/15/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
6/22/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2
6/29/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
7/6/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
7/13/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
7/20/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
7/27/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
8/3/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
8/10/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
8/17/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
8/24/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
8/31/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
9/7/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2
9/14/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
9/21/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
9/28/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,14
10/5/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,11
10/12/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,1
10/19/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
10/26/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
11/2/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
11/9/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
11/16/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
11/23/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,2
11/30/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
12/7/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
12/14/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
12/21/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
12/28/2015,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,0
1/4/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
1/11/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
1/18/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,3
1/25/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,11
2/1/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
2/8/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
2/15/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,8
2/22/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,1
2/29/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,5
3/7/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,7
3/14/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,4
3/21/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,6
3/28/2016,FOODS_1,FOODS,FOODS_1_003,CA,CA_1,9
1/6/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,218
1/13/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,175.00002
1/20/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,90
1/27/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,69
2/3/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,34
2/10/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,132
2/17/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,130
2/24/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,103
3/3/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,95
3/10/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,80
3/17/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,55
3/24/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,21
3/31/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,74
4/7/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,78
4/14/2014,FOODS_1,FOODS,FOODS_1_004,CA,CA_1,100
