datetime,state,store_id,category,sku,sales
2005-02-01,CO,CO_0,FOOD,FOOD_0,317099
2005-03-01,CO,CO_0,FOOD,FOOD_0,347485
2005-04-01,CO,CO_0,FOOD,FOOD_0,351699
2005-05-01,CO,CO_0,FOOD,FOOD_0,337761
2005-06-01,CO,CO_0,FOOD,FOOD_0,338438
2005-07-01,CO,CO_0,FOOD,FOOD_0,404508
2005-08-01,CO,CO_0,FOOD,FOOD_0,363691
2005-09-01,CO,CO_0,FOOD,FOOD_0,327781
2005-10-01,CO,CO_0,FOOD,FOOD_0,341106
2005-11-01,CO,CO_0,FOOD,FOOD_0,337479
2005-12-01,CO,CO_0,FOOD,FOOD_0,406467
2006-01-01,CO,CO_0,FOOD,FOOD_0,320172
2006-02-01,CO,CO_0,FOOD,FOOD_0,301734
2006-03-01,CO,CO_0,FOOD,FOOD_0,354693
2006-04-01,CO,CO_0,FOOD,FOOD_0,333526
2006-05-01,CO,CO_0,FOOD,FOOD_0,378321
2006-06-01,CO,CO_0,FOOD,FOOD_0,364153
2006-07-01,CO,CO_0,FOOD,FOOD_0,381931
2006-08-01,CO,CO_0,FOOD,FOOD_0,391462
2006-09-01,CO,CO_0,FOOD,FOOD_0,346908
2006-10-01,CO,CO_0,FOOD,FOOD_0,354841
2006-11-01,CO,CO_0,FOOD,FOOD_0,358681
2006-12-01,CO,CO_0,FOOD,FOOD_0,414270
2007-01-01,CO,CO_0,FOOD,FOOD_0,312717
2007-02-01,CO,CO_0,FOOD,FOOD_0,335117
2007-03-01,CO,CO_0,FOOD,FOOD_0,349377
2007-04-01,CO,CO_0,FOOD,FOOD_0,350561
2007-05-01,CO,CO_0,FOOD,FOOD_0,349430
2007-06-01,CO,CO_0,FOOD,FOOD_0,370466
2007-07-01,CO,CO_0,FOOD,FOOD_0,376875
2007-08-01,CO,CO_0,FOOD,FOOD_0,432266
2007-09-01,CO,CO_0,FOOD,FOOD_0,352887
2007-10-01,CO,CO_0,FOOD,FOOD_0,336774
2007-11-01,CO,CO_0,FOOD,FOOD_0,356325
2007-12-01,CO,CO_0,FOOD,FOOD_0,438058
2008-01-01,CO,CO_0,FOOD,FOOD_0,344810
2008-02-01,CO,CO_0,FOOD,FOOD_0,319483
2008-03-01,CO,CO_0,FOOD,FOOD_0,388172
2008-04-01,CO,CO_0,FOOD,FOOD_0,394219
2008-05-01,CO,CO_0,FOOD,FOOD_0,382093
2008-06-01,CO,CO_0,FOOD,FOOD_0,346233
2008-07-01,CO,CO_0,FOOD,FOOD_0,393553
2008-08-01,CO,CO_0,FOOD,FOOD_0,391230
2008-09-01,CO,CO_0,FOOD,FOOD_0,359757
2008-10-01,CO,CO_0,FOOD,FOOD_0,370211
2008-11-01,CO,CO_0,FOOD,FOOD_0,341645
2008-12-01,CO,CO_0,FOOD,FOOD_0,370659
2009-01-01,CO,CO_0,FOOD,FOOD_0,284607
2009-02-01,CO,CO_0,FOOD,FOOD_0,292965
2009-03-01,CO,CO_0,FOOD,FOOD_0,347808
2009-04-01,CO,CO_0,FOOD,FOOD_0,318599
2009-05-01,CO,CO_0,FOOD,FOOD_0,337849
2009-06-01,CO,CO_0,FOOD,FOOD_0,351090
2009-07-01,CO,CO_0,FOOD,FOOD_0,347769
2009-08-01,CO,CO_0,FOOD,FOOD_0,355074
2009-09-01,CO,CO_0,FOOD,FOOD_0,319371
2009-10-01,CO,CO_0,FOOD,FOOD_0,355492
2009-11-01,CO,CO_0,FOOD,FOOD_0,337728
2009-12-01,CO,CO_0,FOOD,FOOD_0,430332
2010-01-01,CO,CO_0,FOOD,FOOD_0,343643
2010-02-01,CO,CO_0,FOOD,FOOD_0,317677
2010-03-01,CO,CO_0,FOOD,FOOD_0,367070
2010-04-01,CO,CO_0,FOOD,FOOD_0,329271
2010-05-01,CO,CO_0,FOOD,FOOD_0,345508
2010-06-01,CO,CO_0,FOOD,FOOD_0,376030
2010-07-01,CO,CO_0,FOOD,FOOD_0,383834
2010-08-01,CO,CO_0,FOOD,FOOD_0,332747
2010-09-01,CO,CO_0,FOOD,FOOD_0,346297
2010-10-01,CO,CO_0,FOOD,FOOD_0,368488
2010-11-01,CO,CO_0,FOOD,FOOD_0,329356
2010-12-01,CO,CO_0,FOOD,FOOD_0,438716
2011-01-01,CO,CO_0,FOOD,FOOD_0,344354
2011-02-01,CO,CO_0,FOOD,FOOD_0,315092
2011-03-01,CO,CO_0,FOOD,FOOD_0,366227
2011-04-01,CO,CO_0,FOOD,FOOD_0,372563
2011-05-01,CO,CO_0,FOOD,FOOD_0,415994
2011-06-01,CO,CO_0,FOOD,FOOD_0,393579
2011-07-01,CO,CO_0,FOOD,FOOD_0,372879
2011-08-01,CO,CO_0,FOOD,FOOD_0,412807
2011-09-01,CO,CO_0,FOOD,FOOD_0,369105
2011-10-01,CO,CO_0,FOOD,FOOD_0,369231
2011-11-01,CO,CO_0,FOOD,FOOD_0,394679
2011-12-01,CO,CO_0,FOOD,FOOD_0,454300
2012-01-01,CO,CO_0,FOOD,FOOD_0,362241
2012-02-01,CO,CO_0,FOOD,FOOD_0,374635
2012-03-01,CO,CO_0,FOOD,FOOD_0,387313
2012-04-01,CO,CO_0,FOOD,FOOD_0,394762
2012-05-01,CO,CO_0,FOOD,FOOD_0,432203
2012-06-01,CO,CO_0,FOOD,FOOD_0,388261
2012-07-01,CO,CO_0,FOOD,FOOD_0,389437
2012-08-01,CO,CO_0,FOOD,FOOD_0,420766
2012-09-01,CO,CO_0,FOOD,FOOD_0,362917
2012-10-01,CO,CO_0,FOOD,FOOD_0,400364
2012-11-01,CO,CO_0,FOOD,FOOD_0,413293
2012-12-01,CO,CO_0,FOOD,FOOD_0,448116
2013-01-01,CO,CO_0,FOOD,FOOD_0,361541
2013-02-01,CO,CO_0,FOOD,FOOD_0,386739
2013-03-01,CO,CO_0,FOOD,FOOD_0,392288
2013-04-01,CO,CO_0,FOOD,FOOD_0,411172
2013-05-01,CO,CO_0,FOOD,FOOD_0,425566
2013-06-01,CO,CO_0,FOOD,FOOD_0,408889
2013-07-01,CO,CO_0,FOOD,FOOD_0,418117
2013-08-01,CO,CO_0,FOOD,FOOD_0,439377
2013-09-01,CO,CO_0,FOOD,FOOD_0,389051
2013-10-01,CO,CO_0,FOOD,FOOD_0,415531
2013-11-01,CO,CO_0,FOOD,FOOD_0,404311
2013-12-01,CO,CO_0,FOOD,FOOD_0,466054
2014-01-01,CO,CO_0,FOOD,FOOD_0,366208
2014-02-01,CO,CO_0,FOOD,FOOD_0,386238
2014-03-01,CO,CO_0,FOOD,FOOD_0,429975
2014-04-01,CO,CO_0,FOOD,FOOD_0,436260
2014-05-01,CO,CO_0,FOOD,FOOD_0,475768
2014-06-01,CO,CO_0,FOOD,FOOD_0,423804
2014-07-01,CO,CO_0,FOOD,FOOD_0,446440
2014-08-01,CO,CO_0,FOOD,FOOD_0,434563
2014-09-01,CO,CO_0,FOOD,FOOD_0,416506
2014-10-01,CO,CO_0,FOOD,FOOD_0,421568
2014-11-01,CO,CO_0,FOOD,FOOD_0,459766
2014-12-01,CO,CO_0,FOOD,FOOD_0,472779
2015-01-01,CO,CO_0,FOOD,FOOD_0,409901
2015-02-01,CO,CO_0,FOOD,FOOD_0,391586
2015-03-01,CO,CO_0,FOOD,FOOD_0,457129
2015-04-01,CO,CO_0,FOOD,FOOD_0,480221
2015-05-01,CO,CO_0,FOOD,FOOD_0,467647
2015-06-01,CO,CO_0,FOOD,FOOD_0,424714
2015-07-01,CO,CO_0,FOOD,FOOD_0,442831
2015-08-01,CO,CO_0,FOOD,FOOD_0,468593
2015-09-01,CO,CO_0,FOOD,FOOD_0,403424
2015-10-01,CO,CO_0,FOOD,FOOD_0,471508
2015-11-01,CO,CO_0,FOOD,FOOD_0,441727
2015-12-01,CO,CO_0,FOOD,FOOD_0,537851
2016-01-01,CO,CO_0,FOOD,FOOD_0,416373
2016-02-01,CO,CO_0,FOOD,FOOD_0,416583
2016-03-01,CO,CO_0,FOOD,FOOD_0,479068
2016-04-01,CO,CO_0,FOOD,FOOD_0,482368
2016-05-01,CO,CO_0,FOOD,FOOD_0,484964
1992-01-01,TX,TX_0,FOOD,FOOD_0,155199
1992-02-01,TX,TX_0,FOOD,FOOD_0,137135
1992-03-01,TX,TX_0,FOOD,FOOD_0,148756
1992-04-01,TX,TX_0,FOOD,FOOD_0,169966
1992-05-01,TX,TX_0,FOOD,FOOD_0,166326
1992-06-01,TX,TX_0,FOOD,FOOD_0,144441
1992-07-01,TX,TX_0,FOOD,FOOD_0,180222
1992-08-01,TX,TX_0,FOOD,FOOD_0,188806
1992-09-01,TX,TX_0,FOOD,FOOD_0,165553
1992-10-01,TX,TX_0,FOOD,FOOD_0,187156
1992-11-01,TX,TX_0,FOOD,FOOD_0,143339
1992-12-01,TX,TX_0,FOOD,FOOD_0,216266
1993-01-01,TX,TX_0,FOOD,FOOD_0,159835
1993-02-01,TX,TX_0,FOOD,FOOD_0,150506
1993-03-01,TX,TX_0,FOOD,FOOD_0,154512
1993-04-01,TX,TX_0,FOOD,FOOD_0,173274
1993-05-01,TX,TX_0,FOOD,FOOD_0,185124
1993-06-01,TX,TX_0,FOOD,FOOD_0,179899
1993-07-01,TX,TX_0,FOOD,FOOD_0,206241
1993-08-01,TX,TX_0,FOOD,FOOD_0,148057
1993-09-01,TX,TX_0,FOOD,FOOD_0,192643
1993-10-01,TX,TX_0,FOOD,FOOD_0,164301
1993-11-01,TX,TX_0,FOOD,FOOD_0,207587
1993-12-01,TX,TX_0,FOOD,FOOD_0,223224
1994-01-01,TX,TX_0,FOOD,FOOD_0,162984
1994-02-01,TX,TX_0,FOOD,FOOD_0,146653
1994-03-01,TX,TX_0,FOOD,FOOD_0,183766
1994-04-01,TX,TX_0,FOOD,FOOD_0,202492
1994-05-01,TX,TX_0,FOOD,FOOD_0,184178
1994-06-01,TX,TX_0,FOOD,FOOD_0,218709
1994-07-01,TX,TX_0,FOOD,FOOD_0,195759
1994-08-01,TX,TX_0,FOOD,FOOD_0,189856
1994-09-01,TX,TX_0,FOOD,FOOD_0,215517
1994-10-01,TX,TX_0,FOOD,FOOD_0,194266
1994-11-01,TX,TX_0,FOOD,FOOD_0,197095
1994-12-01,TX,TX_0,FOOD,FOOD_0,262449
1995-01-01,TX,TX_0,FOOD,FOOD_0,209017
1995-02-01,TX,TX_0,FOOD,FOOD_0,191393
1995-03-01,TX,TX_0,FOOD,FOOD_0,213296
1995-04-01,TX,TX_0,FOOD,FOOD_0,203956
1995-05-01,TX,TX_0,FOOD,FOOD_0,203293
1995-06-01,TX,TX_0,FOOD,FOOD_0,224977
1995-07-01,TX,TX_0,FOOD,FOOD_0,202613
1995-08-01,TX,TX_0,FOOD,FOOD_0,243262
1995-09-01,TX,TX_0,FOOD,FOOD_0,187541
1995-10-01,TX,TX_0,FOOD,FOOD_0,198406
1995-11-01,TX,TX_0,FOOD,FOOD_0,199454
1995-12-01,TX,TX_0,FOOD,FOOD_0,198968
1996-01-01,TX,TX_0,FOOD,FOOD_0,166243
1996-02-01,TX,TX_0,FOOD,FOOD_0,166608
1996-03-01,TX,TX_0,FOOD,FOOD_0,226168
1996-04-01,TX,TX_0,FOOD,FOOD_0,206083
1996-05-01,TX,TX_0,FOOD,FOOD_0,216682
1996-06-01,TX,TX_0,FOOD,FOOD_0,218836
1996-07-01,TX,TX_0,FOOD,FOOD_0,230941
1996-08-01,TX,TX_0,FOOD,FOOD_0,256023
1996-09-01,TX,TX_0,FOOD,FOOD_0,217107
1996-10-01,TX,TX_0,FOOD,FOOD_0,250716
1996-11-01,TX,TX_0,FOOD,FOOD_0,234070
1996-12-01,TX,TX_0,FOOD,FOOD_0,273606
1997-01-01,TX,TX_0,FOOD,FOOD_0,155268
1997-02-01,TX,TX_0,FOOD,FOOD_0,210357
1997-03-01,TX,TX_0,FOOD,FOOD_0,245760
1997-04-01,TX,TX_0,FOOD,FOOD_0,212509
1997-05-01,TX,TX_0,FOOD,FOOD_0,217487
1997-06-01,TX,TX_0,FOOD,FOOD_0,228115
1997-07-01,TX,TX_0,FOOD,FOOD_0,221054
1997-08-01,TX,TX_0,FOOD,FOOD_0,274278
1997-09-01,TX,TX_0,FOOD,FOOD_0,238071
1997-10-01,TX,TX_0,FOOD,FOOD_0,245384
1997-11-01,TX,TX_0,FOOD,FOOD_0,238708
1997-12-01,TX,TX_0,FOOD,FOOD_0,287099
1998-01-01,TX,TX_0,FOOD,FOOD_0,188582
1998-02-01,TX,TX_0,FOOD,FOOD_0,205683
1998-03-01,TX,TX_0,FOOD,FOOD_0,234851
1998-04-01,TX,TX_0,FOOD,FOOD_0,196502
1998-05-01,TX,TX_0,FOOD,FOOD_0,232544
1998-06-01,TX,TX_0,FOOD,FOOD_0,243402
1998-07-01,TX,TX_0,FOOD,FOOD_0,251364
1998-08-01,TX,TX_0,FOOD,FOOD_0,246414
1998-09-01,TX,TX_0,FOOD,FOOD_0,234498
1998-10-01,TX,TX_0,FOOD,FOOD_0,274682
1998-11-01,TX,TX_0,FOOD,FOOD_0,232958
1998-12-01,TX,TX_0,FOOD,FOOD_0,274751
1999-01-01,TX,TX_0,FOOD,FOOD_0,225823
1999-02-01,TX,TX_0,FOOD,FOOD_0,243907
1999-03-01,TX,TX_0,FOOD,FOOD_0,270368
1999-04-01,TX,TX_0,FOOD,FOOD_0,262263
1999-05-01,TX,TX_0,FOOD,FOOD_0,239216
1999-06-01,TX,TX_0,FOOD,FOOD_0,262256
1999-07-01,TX,TX_0,FOOD,FOOD_0,241394
1999-08-01,TX,TX_0,FOOD,FOOD_0,272150
1999-09-01,TX,TX_0,FOOD,FOOD_0,246882
1999-10-01,TX,TX_0,FOOD,FOOD_0,225924
1999-11-01,TX,TX_0,FOOD,FOOD_0,297864
1999-12-01,TX,TX_0,FOOD,FOOD_0,326895
2000-01-01,TX,TX_0,FOOD,FOOD_0,226313
2000-02-01,TX,TX_0,FOOD,FOOD_0,251157
2000-03-01,TX,TX_0,FOOD,FOOD_0,270710
2000-04-01,TX,TX_0,FOOD,FOOD_0,271219
2000-05-01,TX,TX_0,FOOD,FOOD_0,227207
2000-06-01,TX,TX_0,FOOD,FOOD_0,313518
2000-07-01,TX,TX_0,FOOD,FOOD_0,267367
2000-08-01,TX,TX_0,FOOD,FOOD_0,297694
2000-09-01,TX,TX_0,FOOD,FOOD_0,273172
2000-10-01,TX,TX_0,FOOD,FOOD_0,272434
2000-11-01,TX,TX_0,FOOD,FOOD_0,250935
2000-12-01,TX,TX_0,FOOD,FOOD_0,326835
2001-01-01,TX,TX_0,FOOD,FOOD_0,280514
2001-02-01,TX,TX_0,FOOD,FOOD_0,260725
2001-03-01,TX,TX_0,FOOD,FOOD_0,298291
2001-04-01,TX,TX_0,FOOD,FOOD_0,260021
2001-05-01,TX,TX_0,FOOD,FOOD_0,293952
2001-06-01,TX,TX_0,FOOD,FOOD_0,272242
2001-07-01,TX,TX_0,FOOD,FOOD_0,260786
2001-08-01,TX,TX_0,FOOD,FOOD_0,298523
2001-09-01,TX,TX_0,FOOD,FOOD_0,297374
2001-10-01,TX,TX_0,FOOD,FOOD_0,293151
2001-11-01,TX,TX_0,FOOD,FOOD_0,286599
2001-12-01,TX,TX_0,FOOD,FOOD_0,350421
2002-01-01,TX,TX_0,FOOD,FOOD_0,256522
2002-02-01,TX,TX_0,FOOD,FOOD_0,271579
2002-03-01,TX,TX_0,FOOD,FOOD_0,304383
2002-04-01,TX,TX_0,FOOD,FOOD_0,280601
2002-05-01,TX,TX_0,FOOD,FOOD_0,296704
2002-06-01,TX,TX_0,FOOD,FOOD_0,292714
2002-07-01,TX,TX_0,FOOD,FOOD_0,314593
2002-08-01,TX,TX_0,FOOD,FOOD_0,330549
2002-09-01,TX,TX_0,FOOD,FOOD_0,296164
2002-10-01,TX,TX_0,FOOD,FOOD_0,298781
2002-11-01,TX,TX_0,FOOD,FOOD_0,309810
2002-12-01,TX,TX_0,FOOD,FOOD_0,355677
2003-01-01,TX,TX_0,FOOD,FOOD_0,258559
2003-02-01,TX,TX_0,FOOD,FOOD_0,249883
2003-03-01,TX,TX_0,FOOD,FOOD_0,304568
2003-04-01,TX,TX_0,FOOD,FOOD_0,295866
2003-05-01,TX,TX_0,FOOD,FOOD_0,342205
2003-06-01,TX,TX_0,FOOD,FOOD_0,284327
2003-07-01,TX,TX_0,FOOD,FOOD_0,303786
2003-08-01,TX,TX_0,FOOD,FOOD_0,332312
2003-09-01,TX,TX_0,FOOD,FOOD_0,276046
2003-10-01,TX,TX_0,FOOD,FOOD_0,265984
2003-11-01,TX,TX_0,FOOD,FOOD_0,288665
2003-12-01,TX,TX_0,FOOD,FOOD_0,386365
2004-01-01,TX,TX_0,FOOD,FOOD_0,285762
2004-02-01,TX,TX_0,FOOD,FOOD_0,249028
2004-03-01,TX,TX_0,FOOD,FOOD_0,336369
2004-04-01,TX,TX_0,FOOD,FOOD_0,294490
2004-05-01,TX,TX_0,FOOD,FOOD_0,308821
2004-06-01,TX,TX_0,FOOD,FOOD_0,319493
2004-07-01,TX,TX_0,FOOD,FOOD_0,311737
2004-08-01,TX,TX_0,FOOD,FOOD_0,335996
2004-09-01,TX,TX_0,FOOD,FOOD_0,274291
2004-10-01,TX,TX_0,FOOD,FOOD_0,307204
2004-11-01,TX,TX_0,FOOD,FOOD_0,322165
2004-12-01,TX,TX_0,FOOD,FOOD_0,412318
2005-01-01,TX,TX_0,FOOD,FOOD_0,286743
2005-02-01,TX,TX_0,FOOD,FOOD_0,292642
2005-03-01,TX,TX_0,FOOD,FOOD_0,354133
2005-04-01,TX,TX_0,FOOD,FOOD_0,321467
2005-05-01,TX,TX_0,FOOD,FOOD_0,343477
2005-06-01,TX,TX_0,FOOD,FOOD_0,346355
2005-07-01,TX,TX_0,FOOD,FOOD_0,373629
2005-08-01,TX,TX_0,FOOD,FOOD_0,361711
2005-09-01,TX,TX_0,FOOD,FOOD_0,333924
2005-10-01,TX,TX_0,FOOD,FOOD_0,306987
2005-11-01,TX,TX_0,FOOD,FOOD_0,320400
2005-12-01,TX,TX_0,FOOD,FOOD_0,409830
2006-01-01,TX,TX_0,FOOD,FOOD_0,318860
2006-02-01,TX,TX_0,FOOD,FOOD_0,333206
2006-03-01,TX,TX_0,FOOD,FOOD_0,363224
2006-04-01,TX,TX_0,FOOD,FOOD_0,375192
